#	PLAYER	TEAM	GP	MIN	PTS	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TOV	EFF
152	Onyeka Okongwu	ATL	60	23.9	9.3	3.9	6.1	63.0	0.0	0.1	20.0	1.5	2.1	74.8	2.7	4.7	7.4	1.0	0.7	1.3	1.0	15.9
153	Ayo Dosunmu	CHI	61	27.9	9.2	3.8	7.6	49.8	0.8	2.5	31.6	0.9	1.1	80.6	0.7	2.5	3.1	2.8	0.7	0.3	1.4	10.8
154	Hamidou Diallo	DET	54	17.4	9.2	3.8	6.5	58.0	0.1	0.4	23.8	1.6	2.6	60.6	0.9	2.4	3.3	0.9	0.9	0.3	1.2	9.7
155	Terance Mann	LAC	63	23.4	9.1	3.5	6.7	52.6	1.0	2.4	39.0	1.1	1.4	77.5	0.9	2.7	3.7	2.2	0.5	0.3	1.0	11.3
156	AJ Griffin	ATL	58	20.2	9.1	3.6	7.6	47.3	1.4	3.7	38.6	0.5	0.6	87.5	0.4	1.6	2.1	1.0	0.7	0.1	0.6	8.3
157	Jalen Smith	IND	53	18.2	9.1	3.4	7.3	46.3	0.8	2.9	27.9	1.5	1.9	76.5	1.8	3.9	5.7	0.9	0.3	0.8	1.1	11.3
158	Isaiah Joe	OKC	54	16.8	9.1	2.9	6.1	47.9	2.2	4.9	44.9	0.9	1.1	82.3	0.3	2.0	2.3	1.1	0.6	0.1	0.5	9.3
159	Jose Alvarado	NOP	61	21.5	9.0	3.3	8.0	41.1	1.4	4.0	33.6	1.1	1.3	81.3	0.5	1.9	2.3	3.0	1.1	0.2	1.3	9.3
160	Deni Avdija	WAS	59	26.4	9.0	3.2	7.5	43.4	0.9	3.0	29.2	1.6	2.2	75.2	1.1	5.3	6.3	2.5	0.9	0.5	1.4	13.0
161	Coby White	CHI	55	22.4	8.9	3.2	7.6	42.1	1.7	4.6	35.8	0.9	1.1	84.5	0.2	2.5	2.7	2.1	0.8	0.1	0.8	9.2
162	Royce O'Neale	BKN	59	32.7	8.9	3.1	7.9	39.0	2.2	5.5	39.7	0.6	0.8	72.9	0.6	4.2	4.8	3.8	0.8	0.7	1.5	12.4
163	Tari Eason	HOU	62	19.9	8.9	3.4	7.7	44.6	0.7	2.0	35.0	1.3	1.7	75.7	2.3	3.4	5.7	1.0	1.1	0.6	1.1	11.5
164	Shake Milton	PHI	57	20.7	8.8	3.4	6.8	49.2	0.8	2.0	38.4	1.4	1.6	84.6	0.5	2.1	2.6	2.8	0.3	0.2	1.3	9.7
165	Cedi Osman	CLE	61	20.8	8.7	3.2	7.0	45.3	1.4	4.0	34.8	1.0	1.4	65.9	0.3	1.9	2.2	1.5	0.5	0.1	0.7	8.1
166	Jonathan Kuminga	GSW	50	19.8	8.7	3.4	6.8	49.4	0.7	2.1	32.7	1.2	1.9	65.3	0.9	2.2	3.1	1.8	0.5	0.4	1.5	8.9
167	Kyle Anderson	MIN	51	26.2	8.7	3.2	6.4	50.3	0.6	1.4	41.7	1.6	2.2	76.4	0.8	4.2	4.9	4.1	1.2	0.8	1.4	14.6
168	Dorian Finney-Smith	BKN	48	31.5	8.6	3.1	7.6	40.5	1.8	5.2	33.5	0.7	1.0	73.9	1.6	3.2	4.8	1.5	0.9	0.4	0.9	10.5
169	Damion Lee	PHX	63	21.7	8.6	2.8	6.4	43.8	1.6	3.6	43.8	1.4	1.6	90.9	0.5	2.7	3.2	1.5	0.4	0.1	1.1	9.0
170	Jalen Duren	DET	52	25.1	8.5	3.6	5.6	64.5	0.0	0.0	0.0	1.3	2.2	61.1	3.3	5.4	8.7	1.1	0.6	0.9	1.2	15.8
171	Georges Niang	PHI	58	19.4	8.5	3.0	6.7	44.2	2.1	5.2	40.1	0.5	0.6	87.5	0.3	2.1	2.4	1.1	0.4	0.2	0.7	8.1
172	Daniel Gafford	WAS	59	19.1	8.5	3.4	4.6	74.9	0.0	0.0	0.0	1.6	2.5	64.4	2.0	3.4	5.4	0.9	0.4	1.3	1.0	13.5
173	Grant Williams	BOS	61	27.3	8.4	2.8	6.2	45.7	1.5	3.7	40.4	1.3	1.6	82.7	1.1	3.7	4.8	1.8	0.6	0.4	1.1	11.3
174	Kevin Love	MIA	45	20.3	8.4	2.7	7.0	38.7	1.6	4.8	34.3	1.4	1.5	88.4	1.0	5.9	6.9	1.9	0.2	0.2	1.1	12.0
175	Pat Connaughton	MIL	44	25.0	8.3	2.9	7.5	38.9	2.0	5.8	34.8	0.4	0.7	60.0	0.8	4.2	5.0	1.3	0.7	0.1	0.6	10.0
176	Keita Bates-Diop	SAS	48	20.8	8.3	3.1	6.4	48.9	0.6	1.6	35.4	1.4	1.8	79.1	1.0	2.5	3.5	1.2	0.7	0.3	0.8	9.5
177	Jarred Vanderbilt	LAL	59	24.0	8.2	3.3	5.9	55.7	0.3	1.0	32.8	1.3	1.9	68.4	2.4	5.5	7.9	2.6	1.1	0.3	1.3	15.6
178	Walker Kessler	UTA	60	21.8	8.2	3.6	5.0	70.9	0.0	0.0	100	1.1	2.0	53.3	3.0	5.1	8.0	0.8	0.4	2.2	0.8	16.5
179	Draymond Green	GSW	54	31.5	8.2	3.2	6.2	52.1	0.6	1.8	33.3	1.1	1.6	70.2	0.9	6.6	7.4	6.9	1.0	0.8	2.6	18.2
180	Joe Harris	BKN	55	23.0	8.1	3.0	6.5	45.7	1.9	4.7	41.8	0.3	0.4	62.5	0.3	2.1	2.5	1.5	0.5	0.2	0.6	8.5
181	Terrence Ross	PHX	45	22.4	8.1	3.2	7.3	43.3	1.5	3.9	37.3	0.4	0.5	72.7	0.2	1.9	2.2	1.3	0.6	0.2	0.8	7.3
182	Kenrich Williams	OKC	53	22.8	8.0	3.4	6.5	51.7	0.9	2.5	37.3	0.3	0.7	43.6	1.8	3.1	4.9	2.0	0.8	0.3	0.6	11.8
183	Andrew Nembhard	IND	56	27.0	8.0	3.2	7.6	41.9	1.2	3.6	33.7	0.5	0.6	81.3	0.5	2.2	2.7	4.1	1.0	0.2	1.6	9.8
184	Talen Horton-Tucker	UTA	49	17.3	7.9	2.9	7.2	40.4	0.7	2.7	27.5	1.4	1.8	75.3	0.4	2.2	2.7	3.0	0.6	0.5	1.5	8.5
185	Nick Richards	CHA	49	17.4	7.9	2.9	4.8	60.6	0.0	0.0	0.0	2.0	2.8	73.3	2.4	3.3	5.8	0.4	0.2	1.0	0.8	11.8
186	Shaedon Sharpe	POR	61	20.3	7.9	3.2	6.8	46.9	1.0	2.8	34.1	0.5	0.8	66.7	0.8	1.8	2.5	0.6	0.4	0.3	0.7	7.1
187	Tre Mann	OKC	56	18.1	7.8	3.0	7.8	38.7	1.3	4.1	30.7	0.6	0.8	73.3	0.4	1.9	2.3	1.7	0.6	0.2	0.9	6.7
188	Torrey Craig	PHX	60	25.7	7.7	3.0	6.6	45.5	1.3	3.2	41.1	0.5	0.6	73.0	2.1	3.7	5.8	1.6	0.7	0.6	1.0	11.6
189	Larry Nance Jr.	NOP	50	22.3	7.7	3.2	5.3	61.6	0.3	0.8	34.2	1.0	1.4	67.6	1.8	4.1	5.9	1.9	0.9	0.7	0.7	13.8
190	Jevon Carter	MIL	62	22.6	7.6	2.8	6.6	42.7	1.6	3.8	41.1	0.4	0.5	79.4	0.5	2.2	2.7	2.5	1.0	0.4	1.1	9.2
191	T.J. McConnell	IND	60	19.5	7.6	3.3	6.3	52.4	0.3	0.7	41.9	0.7	0.8	85.4	0.6	2.4	2.9	5.0	1.0	0.1	1.8	11.7
192	Trey Lyles	SAC	55	16.2	7.5	2.5	5.3	47.4	1.1	3.0	36.5	1.3	1.6	79.8	0.9	2.7	3.7	0.9	0.4	0.5	0.8	8.9
193	Edmond Sumner	BKN	46	14.5	7.4	2.5	5.3	45.9	0.6	1.8	34.6	1.9	2.1	92.6	0.2	1.3	1.6	1.4	0.7	0.2	1.0	7.3
194	Terence Davis	SAC	48	13.8	7.2	2.6	5.9	43.8	1.4	3.8	37.2	0.6	0.7	88.6	0.4	2.0	2.4	1.2	0.8	0.3	0.9	7.5
195	Troy Brown Jr.	LAL	57	24.2	7.1	2.7	6.1	43.4	1.3	3.5	36.1	0.5	0.5	96.4	0.9	3.2	4.2	1.1	0.7	0.2	0.7	9.1
196	Kendrick Nunn	WAS	53	14.5	7.1	2.8	6.5	42.2	1.1	3.2	33.3	0.5	0.6	83.9	0.2	1.3	1.6	1.3	0.4	0.1	0.9	5.6
197	Mo Bamba	LAL	45	16.6	7.0	2.5	5.2	49.1	1.1	2.7	39.7	0.9	1.4	65.6	1.2	3.6	4.7	1.0	0.3	0.9	0.6	10.3
198	Anthony Lamb	GSW	47	19.9	7.0	2.5	5.2	49.0	1.3	3.3	38.5	0.7	0.9	72.1	0.9	2.6	3.5	1.8	0.5	0.3	1.0	9.2
198	Kevon Looney	GSW	62	23.5	7.0	3.0	4.4	66.5	0.0	0.0	0.0	1.1	1.8	60.7	3.1	5.9	9.1	2.5	0.5	0.6	0.5	17.0
198	Reggie Bullock	DAL	61	30.4	7.0	2.4	5.9	40.1	1.9	5.0	37.8	0.4	0.6	68.6	0.5	3.0	3.5	1.4	0.8	0.2	0.5	8.7
201	Dwight Powell	DAL	58	19.8	6.9	2.6	3.6	72.2	0.0	0.1	0.0	1.7	2.4	69.1	2.1	2.3	4.3	0.8	0.7	0.4	0.9	10.5
202	Isaiah Jackson	IND	45	15.3	6.8	2.6	4.6	57.3	0.0	0.3	16.7	1.5	2.3	64.8	1.4	2.5	3.9	0.9	0.4	1.5	0.9	9.8
203	Jock Landale	PHX	54	14.2	6.5	2.4	4.9	50.2	0.4	1.4	24.4	1.3	1.7	76.9	1.7	2.4	4.1	0.9	0.3	0.5	0.9	8.6
204	Josh Okogie	PHX	53	16.0	6.5	2.1	5.0	41.7	0.8	2.2	33.9	1.6	2.2	70.9	1.5	1.8	3.3	1.2	0.8	0.4	0.9	7.8
205	Aaron Wiggins	OKC	50	18.8	6.5	2.5	5.0	50.2	0.7	1.8	39.3	0.8	0.9	83.0	1.1	2.1	3.2	1.4	0.5	0.2	0.8	8.3
206	Yuta Watanabe	BKN	44	17.8	6.5	2.3	4.4	52.1	1.2	2.5	48.2	0.7	0.9	74.4	0.6	1.9	2.5	0.9	0.4	0.3	0.4	7.9
207	Mike Muscala	BOS	48	15.0	6.4	2.2	5.0	43.9	1.4	3.5	39.1	0.7	0.9	78.0	0.5	2.6	3.1	0.8	0.3	0.4	0.3	7.8
208	Goran Dragic	CHI	51	15.4	6.4	2.5	5.9	42.5	0.9	2.5	35.2	0.5	0.8	65.9	0.3	1.1	1.4	2.7	0.2	0.1	1.1	6.0
209	Andre Drummond	CHI	50	13.0	6.3	2.7	4.3	61.9	0.0	0.0	0.0	1.0	1.9	53.1	2.2	4.6	6.8	0.6	0.7	0.3	1.2	10.9
210	Isaac Okoro	CLE	65	21.1	6.3	2.2	4.6	49.0	0.8	2.2	34.7	1.1	1.4	75.0	0.7	1.9	2.6	1.1	0.7	0.4	0.6	7.9
211	Patrick Beverley	CHI	49	27.0	6.3	2.1	5.3	40.2	1.2	3.5	33.5	0.9	1.2	72.1	0.6	2.8	3.4	2.8	0.9	0.6	0.9	9.5
212	Devonte' Graham	SAS	60	16.7	6.2	1.9	5.2	36.2	1.4	4.1	34.1	1.1	1.4	75.3	0.3	1.2	1.5	2.5	0.6	0.2	0.6	6.8
213	Obi Toppin	NYK	49	14.7	6.2	2.3	5.6	41.2	1.1	3.3	34.2	0.5	0.7	75.8	0.5	2.6	3.0	0.8	0.3	0.2	0.6	6.5
214	Nicolas Batum	LAC	60	22.0	6.2	2.1	5.0	41.9	1.6	4.1	38.7	0.5	0.7	66.7	0.9	3.3	4.2	1.5	0.7	0.7	0.7	9.4
215	Sam Hauser	BOS	61	15.4	6.2	2.2	4.8	45.5	1.7	4.0	41.6	0.2	0.2	66.7	0.4	2.1	2.5	0.7	0.3	0.3	0.3	7.0
216	David Roddy	MEM	49	17.1	6.1	2.3	5.6	42.1	0.8	2.8	29.2	0.6	1.0	62.5	0.6	1.9	2.6	0.6	0.5	0.2	0.9	5.5
216	Wenyen Gabriel	LAL	49	15.2	6.1	2.6	4.2	61.2	0.2	0.6	30.0	0.8	1.3	61.9	1.7	2.3	4.0	0.4	0.3	0.5	0.7	8.7
218	Drew Eubanks	POR	60	19.7	5.9	2.5	3.6	68.2	0.1	0.1	42.9	1.0	1.5	65.5	1.7	3.4	5.1	1.2	0.5	1.2	0.8	11.4
219	Vlatko Cancar	DEN	48	16.5	5.8	2.1	4.3	49.8	0.9	2.1	41.2	0.6	0.7	93.8	0.5	1.9	2.4	1.5	0.4	0.3	0.7	7.4
220	John Konchar	MEM	53	21.8	5.7	2.1	4.9	43.3	1.0	2.8	36.3	0.4	0.5	85.2	0.8	3.7	4.5	1.4	1.0	0.2	0.5	9.5
221	Trendon Watford	POR	46	16.9	5.7	2.1	3.7	57.0	0.3	0.8	43.2	1.1	1.5	71.4	0.7	2.8	3.4	1.9	0.4	0.1	1.0	8.5
222	Davion Mitchell	SAC	60	18.1	5.7	2.3	5.0	45.2	0.8	2.4	33.1	0.3	0.4	80.0	0.2	1.1	1.3	2.2	0.5	0.2	0.8	6.3
223	Montrezl Harrell	PHI	50	12.5	5.7	2.2	3.7	60.5	0.0	0.0	0.0	1.2	1.7	69.4	1.2	1.6	2.8	0.6	0.3	0.5	0.6	7.3
224	Alex Caruso	CHI	53	24.2	5.5	1.9	4.3	44.1	0.8	2.3	37.5	0.9	1.2	80.3	0.6	2.5	3.1	3.2	1.6	0.6	1.3	10.2
225	Oshae Brissett	IND	49	16.0	5.5	1.7	4.5	38.8	0.8	2.4	33.3	1.2	1.8	69.3	0.9	2.5	3.4	0.5	0.6	0.2	0.4	6.4
226	Austin Rivers	MIN	49	20.4	5.2	1.9	4.2	44.4	0.9	2.5	35.5	0.6	0.8	76.9	0.1	1.6	1.7	1.5	0.6	0.1	0.5	6.1
227	Derrick Jones Jr.	CHI	48	14.7	5.2	1.8	3.6	50.6	0.4	1.1	32.7	1.1	1.4	79.4	1.0	1.5	2.5	0.6	0.5	0.6	0.4	6.9
228	Jalen Johnson	ATL	57	14.3	5.2	2.0	4.2	47.9	0.4	1.4	28.4	0.7	1.1	66.1	0.7	3.1	3.8	0.9	0.5	0.5	0.5	7.8
229	Kevin Knox II	POR	47	13.1	5.1	1.8	3.9	46.2	0.9	2.6	35.8	0.6	0.7	80.0	0.5	1.9	2.4	0.3	0.3	0.3	0.7	5.4
230	Isaiah Hartenstein	NYK	64	19.6	5.1	2.2	4.2	52.1	0.1	0.5	23.5	0.7	0.9	76.4	2.8	3.8	6.6	0.9	0.6	0.8	0.8	11.0
231	Chimezie Metu	SAC	48	11.1	5.0	2.1	3.4	60.6	0.2	0.7	25.0	0.7	0.9	74.4	0.8	2.4	3.2	0.7	0.4	0.3	0.6	7.4
232	Josh Christopher	HOU	44	10.8	4.9	2.0	4.3	45.8	0.3	1.2	25.9	0.6	0.9	71.8	0.3	0.9	1.2	1.0	0.4	0.2	0.9	4.2
233	Rudy Gay	UTA	47	14.5	4.9	1.8	4.9	37.1	0.5	2.1	22.8	0.7	0.9	87.5	0.7	2.3	3.0	0.9	0.3	0.3	0.6	5.6
234	Thaddeus Young	TOR	50	15.5	4.8	2.1	3.8	56.0	0.1	0.7	17.6	0.4	0.5	69.2	1.4	1.8	3.2	1.5	1.1	0.1	0.8	8.0
235	Moses Moody	GSW	48	13.7	4.8	1.6	3.8	43.4	0.8	2.4	33.3	0.7	0.9	72.7	0.4	1.2	1.6	0.9	0.3	0.1	0.6	4.7
236	Haywood Highsmith	MIA	45	19.0	4.6	1.8	4.2	42.6	0.8	2.2	35.6	0.2	0.5	45.8	1.0	2.6	3.6	0.7	0.7	0.3	0.8	6.5
237	Garrison Mathews	ATL	47	12.9	4.6	1.3	3.6	35.7	1.1	3.3	34.6	0.9	1.0	91.1	0.2	1.1	1.3	0.5	0.5	0.1	0.4	4.2
238	Christian Braun	DEN	58	15.0	4.4	1.7	3.5	50.2	0.4	1.1	39.1	0.4	0.7	60.5	0.7	1.7	2.3	0.8	0.4	0.2	0.4	5.6
239	Ish Wainright	PHX	45	15.4	4.3	1.4	3.8	38.5	1.0	2.8	34.1	0.5	0.6	84.0	0.8	1.3	2.1	1.0	0.8	0.3	0.4	5.7
240	Daishen Nix	HOU	45	16.2	4.2	1.5	4.1	35.7	0.8	2.5	31.6	0.5	0.8	67.6	0.3	1.4	1.7	2.6	0.6	0.1	1.5	4.9
241	Aaron Holiday	ATL	51	14.3	4.1	1.5	3.7	41.5	0.6	1.5	41.3	0.5	0.5	85.7	0.4	0.9	1.3	1.3	0.5	0.2	0.6	4.6
242	Luke Kornet	BOS	53	11.6	3.8	1.6	2.3	69.7	0.1	0.2	33.3	0.5	0.6	85.3	1.2	1.6	2.8	0.7	0.2	0.8	0.4	7.1
243	Bismack Biyombo	PHX	46	14.0	3.8	1.7	3.0	57.2	0.0	0.0	0.0	0.3	1.1	31.4	1.1	3.0	4.1	0.9	0.3	1.3	0.9	7.4
244	P.J. Tucker	PHI	59	26.1	3.6	1.3	3.0	43.2	0.7	1.8	41.5	0.3	0.4	86.4	1.3	2.8	4.1	0.8	0.5	0.2	0.6	6.9
245	Jericho Sims	NYK	49	15.8	3.5	1.6	2.1	76.9	0.0	0.0	0.0	0.2	0.3	75.0	1.9	2.8	4.7	0.5	0.3	0.6	0.5	8.5
246	Christian Koloko	TOR	46	14.4	3.4	1.3	2.7	48.4	0.0	0.2	11.1	0.8	1.2	66.0	1.5	1.7	3.2	0.5	0.3	1.0	0.4	6.2
247	Matisse Thybulle	POR	55	14.1	3.4	1.3	2.9	45.2	0.6	1.6	39.3	0.2	0.2	69.2	0.5	1.1	1.6	0.6	1.0	0.4	0.2	5.2
248	Paul Reed	PHI	48	9.9	3.3	1.5	2.5	58.3	0.0	0.1	0.0	0.4	0.5	76.9	1.3	2.0	3.3	0.3	0.6	0.6	0.6	6.5
249	Miles McBride	NYK	50	12.0	3.2	1.1	3.3	33.5	0.6	2.1	28.6	0.4	0.6	68.8	0.2	0.6	0.8	1.1	0.5	0.0	0.4	3.0
250	Usman Garuba	HOU	55	13.5	3.2	1.3	2.4	52.3	0.3	0.6	50.0	0.4	0.7	57.5	1.7	2.8	4.5	0.9	0.7	0.5	0.7	7.7
251	JT Thor	CHA	51	11.6	2.5	0.9	2.6	35.8	0.3	1.3	25.0	0.4	0.6	62.1	0.5	1.3	1.8	0.4	0.3	0.2	0.5	2.9
